1	45	45	ADJ	ADJ		
15	Massif	massif	NC	NC	n=s|g=m	
16	central	central	ADJ	ADJ	n=s|g=m	
17	,	,	PONCT	PONCT		
18	tant	tant	ADV	ADV		
19	du	de	P+D	P+D	n=s|g=m	
20	point	point	NC	NC	n=s|g=m	
21	de	de	P	P		
22	vue	vue	NC	NC	n=s|g=f	
23	de	de	P	P		
24	l'	le	DET	DET	n=s	
25	histoire	histoire	NC	NC	n=s|g=f	
26	que	que	CS	CS		
27	de	de	P	P		
28	la	la	DET	DET	n=s|g=f	
29	culture	culture	NC	NC	n=s|g=f	
30	.	.	PONCT	PONCT		

1	Géographiquement	_	ADV	ADV		
2	,	,	PONCT	PONCT		
3	le	le	DET	DET	n=s|g=m	
4	Massif	massif	NC	NC	n=s|g=m	
5	central	central	ADJ	ADJ	n=s|g=m	
6	est	être	V	V	n=s|t=P|p=3	
7	présent	présent	ADJ	ADJ	n=s|g=m	
8	dans	dans	P	P		
9	dix-huit	dix-huit	DET	DET	s=card|n=p	
10	départements	département	NC	NC	n=p|g=m	
11	:	:	PONCT	PONCT		
12	l'	le	DET	DET	n=s	
13	Allier	Allier	NPP	NPP	n=s|g=m	
14	,	,	PONCT	PONCT		
15	l'	le	DET	DET	n=s	
16	Ardèche	Ardèche	NPP	NPP	n=s|g=f	
17	,	,	PONCT	PONCT		
18	l'	le	DET	DET	n=s	
19	Aude	Aude	NPP	NPP	n=s|g=f	
20	,	,	PONCT	PONCT		
21	l'	le	DET	DET	n=s	
22	Aveyron	Aveyron	NPP	NPP	n=s|g=m	
23	,	,	PONCT	PONCT		
24	le	le	DET	DET	n=s|g=m	
25	Cantal	Cantal	NPP	NPP	n=s|g=m	
26	,	,	PONCT	PONCT		
27	la	la	DET	DET	n=s|g=f	
28	Corrèze	Corrèze	NPP	NPP	n=s|g=f	
29	,	,	PONCT	PONCT		
30	la	la	DET	DET	n=s|g=f	
31	Creuse	Creuse	NPP	NPP	n=s|g=f,m	
32	,	,	PONCT	PONCT		
33	le	le	DET	DET	n=s|g=m	
34	Gard	Gard	NPP	NPP	n=s|g=m	
35	,	,	PONCT	PONCT		
36	l'	le	DET	DET	n=s	
37	Hérault	Hérault	NPP	NPP	n=s|g=m	
38	,	,	PONCT	PONCT		
39	la	la	DET	DET	n=s|g=f	
40	Loire	Loire	NPP	NPP	n=s|g=f,m	
41	,	,	PONCT	PONCT		
42	la	la	DET	DET	n=s|g=f	
43	Haute	_	NPP	NPP		
44	-	-	PONCT	PONCT		
45	Loire	Loire	NPP	NPP	n=s|g=f,m	
46	,	,	PONCT	PONCT		
47	le	le	DET	DET	n=s|g=m	
48	Lot	Lot	NPP	NPP	n=s|g=m	
49	,	,	PONCT	PONCT		
50	la	la	DET	DET	n=s|g=f	
51	Lozère	Lozère	NPP	NPP	n=s|g=f	
52	,	,	PONCT	PONCT		
53	le	le	DET	DET	n=s|g=m	
54	Puy	_	NPP	NPP		
55	-	-	PONCT	PONCT		
56	de	de	P	P		
57	-	-	PONCT	PONCT		
58	Dôme	dôme	NC	NC	n=s|g=m	
59	,	,	PONCT	PONCT		
60	le	le	DET	DET	n=s|g=m	
61	Rhône	Rhône	NPP	NPP	n=s|g=m	
62	,	,	PONCT	PONCT		
63	le	le	DET	DET	n=s|g=m	
64	Tarn	Tarn	NPP	NPP	n=s|g=m	
65	,	,	PONCT	PONCT		
66	le	le	DET	DET	n=s|g=m	
67	Tarn	Tarn	NPP	NPP	n=s|g=m	
68	-	-	PONCT	PONCT		
69	et	et	CC	CC		
70	-	-	PONCT	PONCT		
71	Garonne	Garonne	NPP	NPP	n=s|g=f	
72	et	et	CC	CC		
73	enfin	enfin	ADV	ADV		
74	la	la	DET	DET	n=s|g=f	
75	Haute	_	NPP	NPP		
76	-	-	PONCT	PONCT		
77	Vienne	venir	VS	VS	n=s|t=S|p=1,3	
78	.	.	PONCT	PONCT		

1	Dans	dans	P	P		
2	chacun	chacun	PRO	PRO	n=s|g=m	
3	d'	de	P	P		
4	entre	entre	P	P		
5	eux	eux	PRO	PRO	n=p|g=m|p=3	
6	,	,	PONCT	PONCT		
7	l'	le	DET	DET	n=s	
8	altitude	altitude	NC	NC	n=s|g=f	
9	dépasse	dépasser	V	V	n=s|t=P,S|p=1,3	
10	au	à	P+D	P+D	n=s|g=m	
11	moins	moins	ADV	ADV		
12	une	une	DET	DET	n=s|g=f	
13	fois	fois	NC	NC	g=f	
14	les	les	DET	DET	n=p	
15	500	500	ADJ	ADJ		
16	m	_	NC	NC		
17	.	.	PONCT	PONCT		

1	Le	le	DET	DET	n=s|g=m	
2	Massif	massif	NC	NC	n=s|g=m	
3	central	central	ADJ	ADJ	n=s|g=m	
4	recouvre	recouvrir	V	V	n=s|t=P,S|p=1,3	
5	80_000	80_000	ADJ	ADJ		
6	km²	_	NPP	NPP		
7	,	,	PONCT	PONCT		
8	c'	ce	CLS	CLS		
9	est	être	V	V	n=s|t=P|p=3	
10	-	-	PONCT	PONCT		
11	à	à	P	P		
12	-	-	PONCT	PONCT		
13	dire	dire	VINF	VINF	t=W	
14	environ	environ	ADV	ADV		
15	1	1	NC	NC		
16	/	/	PONCT	PONCT		
17	7e	_	NC	NC		
18	de	de	P	P		
19	la	la	DET	DET	n=s|g=f	
20	France	France	NPP	NPP	n=s|g=f,m	
21	.	.	PONCT	PONCT		

1	Du	de	P+D	P+D	n=s|g=m	
2	fait	fait	NC	NC	n=s|g=m	
3	de	de	P	P		
4	son	son	DET	DET	n=s|g=m|p=3|poss=s	
5	étendue	étendue	NC	NC	n=s|g=f	
6	et	et	CC	CC		
7	de	de	P	P		
8	la	la	DET	DET	n=s|g=f	
9	durée	durée	NC	NC	n=s|g=f	
10	de	de	P	P		
11	son	son	DET	DET	n=s|g=m|p=3|poss=s	
12	histoire	histoire	NC	NC	n=s|g=f	
13	géologique	géologique	ADJ	ADJ	n=s	
14	,	,	PONCT	PONCT		
15	le	le	DET	DET	n=s|g=m	
16	Massif	massif	NC	NC	n=s|g=m	
17	central	central	ADJ	ADJ	n=s|g=m	
18	présente	présenter	V	V	n=s|t=P,S|p=1,3	
19	de	de	DET	DET	n=p	
20	grands	grand	ADJ	ADJ	n=p|g=m	
21	ensembles	ensemble	NC	NC	n=p|g=m	
22	de	de	P	P		
23	relief	relief	NC	NC	n=s|g=m	
24	.	.	PONCT	PONCT		

1	À	à	P	P		
2	l'	le	DET	DET	n=s	
3	ouest	ouest	NC	NC	n=s|g=m	
4	,	,	PONCT	PONCT		
5	le	le	DET	DET	n=s|g=m	
6	Limousin	Limousin	NPP	NPP	n=s|g=m	
7	est	être	V	V	n=s|t=P|p=3	
8	formé	former	VPP	VPP	n=s|g=m|t=K	
9	de	de	P	P		
10	plateaux	plateau	NC	NC	n=p|g=m	
11	étagés	étager	VPP	VPP	n=p|g=m|t=K	
12	,	,	PONCT	PONCT		
13	dominés	dominer	VPP	VPP	n=p|g=m|t=K	
14	par	par	P	P		
15	le	le	DET	DET	n=s|g=m	
16	plateau	plateau	NC	NC	n=s|g=m	
17	de	de	P	P		
18	Millevaches	Millevaches	NPP	NPP	n=s|g=m	
19	qui	qui	PROREL	PROREL	n=s	
20	culmine	culminer	V	V	n=s|t=P,S|p=1,3	
21	à	à	P	P		
22	978	978	NC	NC		
23	m	_	NPP	NPP		
24	.	.	PONCT	PONCT		

1	Les	les	DET	DET	n=p	
2	rivières	rivière	NC	NC	n=p|g=f	
3	très	très	ADV	ADV		
4	nombreuses	nombreux	ADJ	ADJ	n=p|g=f	
5	sont	être	V	V	n=p|t=P|p=3	
6	encaissées	encaisser	VPP	VPP	n=p|g=f|t=K	
7	dans	dans	P	P		
8	des	des	DET	DET	n=p	
9	vallées	vallée	NC	NC	n=p|g=f	
10	étroites	étroit	ADJ	ADJ	n=p|g=f	
11	.	.	PONCT	PONCT		

1	C'	ce	CLS	CLS		
2	est	être	V	V	n=s|t=P|p=3	
3	un	un	DET	DET	n=s|g=m	
4	ensemble	ensemble	NC	NC	n=s|g=m	
5	de	de	P	P		
6	petits	petit	ADJ	ADJ	n=p|g=m	
7	vallons	vallon	NC	NC	n=p|g=m	
8	très	très	ADV	ADV		
9	humides	humide	ADJ	ADJ	n=p	
10	et	et	CC	CC		
11	verdoyants	verdoyant	ADJ	ADJ	n=p|g=m	
12	.	.	PONCT	PONCT		

1	Le	le	DET	DET	n=s|g=m	
2	sol	_	NC	NC		
3	,	,	PONCT	PONCT		
4	formé	former	VPP	VPP	n=s|g=m|t=K	
5	à	à	P	P		
6	partir	partir	VINF	VINF	t=W	
7	du	de	P+D	P+D	n=s|g=m	
8	granite	granite	NC	NC	n=s|g=m	
9	,	,	PONCT	PONCT		
10	est	être	V	V	n=s|t=P|p=3	
11	peu	peu	ADV	ADV		
12	favorable	favorable	ADJ	ADJ	n=s	
13	aux	à	P+D	P+D	n=p	
14	cultures	culture	NC	NC	n=p|g=f	
15	céréalières	céréalier	ADJ	ADJ	n=p|g=f	
16	et	et	CC	CC		
17	convient	convenir	V	V	n=s|t=P|p=3	
18	mieux	mieux	ADV	ADV		
19	aux	à	P+D	P+D	n=p	
20	prairies	prairie	NC	NC	n=p|g=f	
21	pour	pour	P	P		
22	l'	le	DET	DET	n=s	
23	élevage	élevage	NC	NC	n=s|g=m	
24	de	de	P	P		
25	bovins	bovin	NC	NC	n=p|g=m	
26	destinés	destiner	VPP	VPP	n=p|g=m|t=K	
27	à	à	P	P		
28	la	la	DET	DET	n=s|g=f	
29	boucherie	boucherie	NC	NC	n=s|g=f	
30	.	.	PONCT	PONCT		

1	La	la	DET	DET	n=s|g=f	
2	forêt	forêt	NC	NC	n=s|g=f	
3	de	de	P	P		
4	châtaigniers	châtaignier	NC	NC	n=p|g=m	
5	et	et	CC	CC		
6	les	les	DET	DET	n=p	
7	landes	lande	NC	NC	n=p|g=f	
8	de	de	P	P		
9	bruyères	bruyère	NC	NC	n=p|g=f	
10	forment	former	V	V	n=p|t=P,S|p=3	
11	la	la	DET	DET	n=s|g=f	
12	végétation	végétation	NC	NC	n=s|g=f	
13	naturelle	naturel	ADJ	ADJ	n=s|g=f	
14	.	.	PONCT	PONCT		

1	Au	à	P+D	P+D	n=s|g=m	
2	centre	centre	NC	NC	n=s|g=m	
3	,	,	PONCT	PONCT		
4	les	les	DET	DET	n=p	
5	paysages	paysage	NC	NC	n=p|g=m	
6	sont	être	V	V	n=p|t=P|p=3	
7	plus	plus	ADV	ADV		
8	variés	varier	ADJ	ADJ	n=p|g=m|t=K	
9	,	,	PONCT	PONCT		
10	en	en	P	P		
11	raison	raison	NC	NC	n=s|g=f	
12	de	de	P	P		
13	l'	le	DET	DET	n=s	
14	histoire	histoire	NC	NC	n=s|g=f	
15	géologique	géologique	ADJ	ADJ	n=s	
16	du	de	P+D	P+D	n=s|g=m	
17	Massif	_	NPP	NPP		
18	(	(	PONCT	PONCT		
19	voir	voir	VINF	VINF	t=W	
20	ci	_	ADV	ADV		
21	-	-	PONCT	PONCT		
22	dessous	dessous	ADV	ADV		
23	:	:	PONCT	PONCT		
24	la	la	DET	DET	n=s|g=f	
25	formation	formation	NC	NC	n=s|g=f	
26	du	de	P+D	P+D	n=s|g=m	
27	Massif	massif	NC	NC	n=s|g=m	
28	central	central	ADJ	ADJ	n=s|g=m	
29	)	)	PONCT	PONCT		
30	.	.	PONCT	PONCT		

1	Le	le	DET	DET	n=s|g=m	
2	socle	socle	NC	NC	n=s|g=m	
3	cristallin	cristallin	NC	NC	n=s|g=m	
4	apparaît	apparaître	V	V	n=s|t=P|p=3	
5	pour	pour	P	P		
6	former	former	VINF	VINF	t=W	
7	des	des	DET	DET	n=p	
8	plateaux	plateau	NC	NC	n=p|g=m	
9	très	très	ADV	ADV		
10	élevés	élever	ADJ	ADJ	n=p|g=m|t=K	
11	(	(	PONCT	PONCT		
12	jusqu'	jusque	P	P		
13	à	à	P	P		
14	1_634	1_634	NC	NC		
15	m	_	NPP	NPP		
16	)	)	PONCT	PONCT		
17	comme	comme	P	P		
18	le	le	DET	DET	n=s|g=m	
19	Forez	_	NPP	NPP		
20	et	et	CC	CC		
21	la	la	DET	DET	n=s|g=f	
22	Margeride	_	NPP	NPP		
23	.	.	PONCT	PONCT		

1	Ce	ce	CLS	CLS		
2	sont	être	V	V	n=p|t=P|p=3	
3	des	de	P+D	P+D	n=p	
4	régions	région	NC	NC	n=p|g=f	
5	très	très	ADV	ADV		
6	rudes	rude	ADJ	ADJ	n=p	
7	en	en	P	P		
8	hiver	hiver	NC	NC	n=s|g=m	
9	.	.	PONCT	PONCT		

1	Les	les	DET	DET	n=p	
2	reliefs	relief	NC	NC	n=p|g=m	
3	volcaniques	volcanique	ADJ	ADJ	n=p	
4	sont	être	V	V	n=p|t=P|p=3	
5	très	très	ADV	ADV		
6	divers	divers	ADJ	ADJ	g=m	
7	.	.	PONCT	PONCT		

1	Le	le	DET	DET	n=s|g=m	
2	Velay	_	NPP	NPP		
3	présente	présenter	V	V	n=s|t=P,S|p=1,3	
4	des	des	DET	DET	n=p	
5	coulées	coulée	NC	NC	n=p|g=f	
6	de	de	P	P		
7	lave	lave	NC	NC	n=s|g=f	
8	avec	avec	P	P		
9	des	des	DET	DET	n=p	
10	cheminées	cheminée	NC	NC	n=p|g=f	
11	volcaniques	volcanique	ADJ	ADJ	n=p	
12	dégagées	dégager	VPP	VPP	n=p|g=f|t=K	
13	des	de	P+D	P+D	n=p	
14	matériaux	matériau	NC	NC	n=p|g=m	
15	du	de	P+D	P+D	n=s|g=m	
16	cône	cône	NC	NC	n=s|g=m	
17	:	:	PONCT	PONCT		
18	ce	ce	CLS	CLS		
19	sont	être	V	V	n=p|t=P|p=3	
20	les	les	DET	DET	n=p	
21	necks	neck	NC	NC	n=p|g=m	
22	et	et	CC	CC		
23	les	les	DET	DET	n=p	
24	dykes	_	NC	NC		
25	.	.	PONCT	PONCT		

1	La	la	DET	DET	n=s|g=f	
2	ville	ville	NC	NC	n=s|g=f	
3	du	de	P+D	P+D	n=s|g=m	
4	Puy	_	NPP	NPP		
5	-	-	PONCT	PONCT		
6	en	en	P	P		
7	-	-	PONCT	PONCT		
8	Velay	_	NPP	NPP		
9	possède	posséder	V	V	n=s|t=P,S|p=1,3	
10	ainsi	ainsi	ADV	ADV		
11	un	un	DET	DET	n=s|g=m	
12	site	site	NC	NC	n=s|g=m	
13	très	très	ADV	ADV		
14	spectaculaire	spectaculaire	ADJ	ADJ	n=s	
15	.	.	PONCT	PONCT		

1	L'	le	DET	DET	n=s	
2	Aubrac	Aubrac	NPP	NPP	n=s|g=m	
3	est	être	V	V	n=s|t=P|p=3	
4	un	un	DET	DET	n=s|g=m	
5	vaste	vaste	ADJ	ADJ	n=s	
6	épanchement	épanchement	NC	NC	n=s|g=m	
7	de	de	P	P		
8	basalte	basalte	NC	NC	n=s|g=m	
9	.	.	PONCT	PONCT		

1	Les	les	DET	DET	n=p	
2	monts	mont	NC	NC	n=p|g=m	
3	d'	de	P	P		
4	Auvergne	Auvergne	NPP	NPP	n=s|g=f	
5	sont	être	V	V	n=p|t=P|p=3	
6	des	des	DET	DET	n=p	
7	volcans	volcan	NC	NC	n=p|g=m	
8	surmontant	surmonter	VPR	VPR	t=G	
9	le	le	DET	DET	n=s|g=m	
10	socle	socle	NC	NC	n=s|g=m	
11	cristallin	cristallin	ADJ	ADJ	n=s|g=m	
12	.	.	PONCT	PONCT		

1	Ces	ces	DET	DET	n=p	
2	reliefs	relief	NC	NC	n=p|g=m	
3	postiches	postiche	NC	NC	n=p	
4	forment	former	V	V	n=p|t=P,S|p=3	
5	la	la	DET	DET	n=s|g=f	
6	chaîne	chaîne	NC	NC	n=s|g=f	
7	des	de	P+D	P+D	n=p	
8	Puys	_	NPP	NPP		
9	,	,	PONCT	PONCT		
10	avec	avec	P	P		
11	des	des	DET	DET	n=p	
12	formes	forme	NC	NC	n=p|g=f	
13	volcaniques	volcanique	ADJ	ADJ	n=p	
14	assez	assez	ADV	ADV		
15	bien	bien	ADV	ADV		
16	conservées	conserver	VPP	VPP	n=p|g=f|t=K	
17	,	,	PONCT	PONCT		
18	surtout	surtout	ADV	ADV		
19	dans	dans	P	P		
20	les	les	DET	DET	n=p	
21	monts	mont	NC	NC	n=p|g=m	
22	Dôme	_	NPP	NPP		
23	qui	qui	PROREL	PROREL	n=s	
24	sont	être	V	V	n=p|t=P|p=3	
25	de	de	P	P		
26	formation	formation	NC	NC	n=s|g=f	
27	plus	plus	ADV	ADV		
28	récente	récent	ADJ	ADJ	n=s|g=f	
29	.	.	PONCT	PONCT		

1	C'	ce	CLS	CLS		
2	est	être	V	V	n=s|t=P|p=3	
3	là	là	ADV	ADV		
4	que	que	CS	CS		
5	se	se	CLR	CLR	n=p,s|p=3	
6	trouve	trouver	V	V	n=s|t=P,S|p=1,3	
7	le	le	DET	DET	n=s|g=m	
8	puy	puy	NC	NC	n=s|g=m	
9	de	de	P	P		
10	Sancy	Sancy	NPP	NPP	n=s|g=m	
11	,	,	PONCT	PONCT		
12	point	point	NC	NC	n=s|g=m	
13	culminant	culminant	ADJ	ADJ	n=s|g=m	
14	du	de	P+D	P+D	n=s|g=m	
15	Massif	massif	NC	NC	n=s|g=m	
16	central	central	ADJ	ADJ	n=s|g=m	
17	,	,	PONCT	PONCT		
18	avec	avec	P	P		
19	1_886	1_886	NC	NC		
20	m	_	NPP	NPP		
21	d'	de	P	P		
22	altitude	altitude	NC	NC	n=s|g=f	
23	.	.	PONCT	PONCT		

1	L'	le	DET	DET	n=s	
2	immense	immense	ADJ	ADJ	n=s	
3	volcan	volcan	NC	NC	n=s|g=m	
4	du	de	P+D	P+D	n=s|g=m	
5	Cantal	Cantal	NPP	NPP	n=s|g=m	
6	a	avoir	V	V	n=s|t=P|p=3	
7	été	être	VPP	VPP	t=K	
8	fortement	_	ADV	ADV		
9	démantelé	démanteler	VPP	VPP	n=s|g=m|t=K	
10	par	par	P	P		
11	l'	le	DET	DET	n=s	
12	érosion	érosion	NC	NC	n=s|g=f	
13	et	et	CC	CC		
14	ne	ne	ADV	ADV		
15	présente	présenter	V	V	n=s|t=P,S|p=1,3	
16	plus	plus	ADV	ADV		
17	que	que	CS	CS		
18	des	des	DET	DET	n=p	
19	vestiges	vestige	NC	NC	n=p|g=m	
20	de	de	P	P		
21	son	son	DET	DET	n=s|g=m|p=3|poss=s	
22	ancienne	ancien	ADJ	ADJ	n=s|g=f	
23	importance	importance	NC	NC	n=s|g=f	
24	comme	comme	P	P		
25	le	le	DET	DET	n=s|g=m	
26	Plomb	Plomb	NPP	NPP	n=s|g=m	
27	du	de	P+D	P+D	n=s|g=m	
28	Cantal	Cantal	NPP	NPP	n=s|g=m	
29	qui	qui	PROREL	PROREL	n=s	
30	culmine	culminer	V	V	n=s|t=P,S|p=1,3	
31	à	à	P	P		
